Temperature,Humidity,Wind Speed,Pressure,PM2.5,PM10,NO2,SO2,CO,O3,AQI
26.3,38.55,3.49,1004.46,83.4,229.15,37.78,25.0,4.72,123.2,127.19
24.33,52.93,5.36,1025.9,88.18,86.95,18.07,10.95,2.29,135.01,74.35
29.05,63.28,9.44,1013.55,171.64,99.91,99.84,7.77,4.93,56.2,138.58
28.97,34.61,0.95,1033.49,19.24,163.09,9.67,43.77,0.47,178.81,88.42
16.26,30.25,3.85,996.75,232.63,72.62,46.91,47.09,3.65,41.14,152.72
31.52,70.23,8.64,1007.43,59.52,266.5,47.95,5.78,2.99,46.46,125.86
16.69,68.51,4.26,1013.33,249.92,34.76,33.56,18.75,2.6,59.12,142.27
30.16,54.65,2.39,1024.37,47.02,138.87,59.28,48.0,4.86,175.81,102.18
30.63,59.38,4.54,1016.99,194.03,256.33,19.25,5.99,0.82,178.01,184.5
19.55,54.93,4.16,1016.1,59.74,188.59,79.47,32.89,4.5,145.13,97.39
22.95,31.44,9.2,1001.73,24.81,94.78,36.58,48.67,3.52,116.94,45.29
19.47,50.12,7.74,1001.43,219.36,132.02,61.18,48.95,1.44,98.41,134.17
23.93,40.62,5.3,1016.23,215.39,214.94,72.99,24.62,4.53,175.01,185.32
23.46,35.91,9.89,999.36,103.87,292.25,89.46,9.81,2.26,128.26,170.3
28.9,87.4,4.92,1007.68,177.09,269.01,84.4,11.7,4.11,170.6,213.86
31.55,65.96,1.05,1018.01,141.48,109.31,62.79,44.7,2.07,63.81,129.81
31.98,73.72,2.99,1003.18,213.97,299.48,41.9,45.76,4.28,66.74,225.82
22.19,48.92,4.64,1029.05,82.19,11.02,52.8,31.18,3.26,155.3,62.21
23.95,53.59,1.99,1025.24,133.3,18.01,78.03,38.78,0.88,35.48,96.76
16.58,44.22,9.5,997.29,123.92,248.91,88.37,37.52,3.32,170.81,165.01
20.97,35.82,7.79,1003.68,91.71,67.84,14.86,33.77,1.12,96.27,101.73
29.82,40.74,3.05,990.14,223.41,27.62,41.56,41.71,2.18,167.49,134.64
33.08,77.85,6.11,1005.17,45.64,78.77,78.73,34.9,1.02,67.25,80.61
18.83,70.65,7.35,1020.66,41.63,133.57,46.01,27.63,0.31,131.71,83.53
22.04,62.82,9.44,1008.86,146.34,221.86,36.56,13.37,1.22,92.09,160.58
24.87,58.51,8.88,1017.61,166.09,191.06,44.08,37.71,2.77,116.56,127.14
26.4,85.35,5.39,997.78,52.68,78.91,62.27,24.73,2.51,95.74,80.86
20.95,34.36,7.86,1020.98,100.73,155.95,99.98,16.15,2.61,174.41,117.35
27.12,46.84,5.84,1007.45,236.91,278.6,51.83,40.49,1.39,127.66,209.3
22.63,51.0,5.75,1013.12,65.42,246.35,24.81,35.44,3.49,52.72,100.15
24.93,76.95,1.59,1012.07,168.75,103.73,20.47,46.99,3.58,164.65,133.84
27.73,89.55,1.7,1000.28,186.34,294.86,9.02,9.94,1.92,59.99,190.48
25.03,44.44,5.53,1001.47,114.79,215.5,58.09,33.16,4.43,73.17,124.72
22.82,82.46,3.05,1022.68,234.69,28.11,56.73,13.72,3.29,27.36,120.46
24.45,79.84,0.7,1016.99,185.48,20.2,24.5,45.37,3.62,162.99,124.94
24.56,43.48,7.37,1023.5,117.19,58.84,71.06,6.78,1.53,58.64,102.53
23.15,53.96,0.81,1016.25,144.49,221.08,75.41,33.5,0.2,54.02,152.33
23.71,54.58,6.16,1014.43,174.69,63.28,29.61,39.97,4.35,166.44,144.94
32.99,88.69,5.62,995.74,150.09,158.33,37.69,19.04,4.15,146.94,141.35
27.8,40.85,9.7,1010.3,220.28,37.05,99.09,47.8,0.79,33.98,135.79
23.52,77.95,5.1,1012.73,92.44,277.06,40.56,42.84,2.0,140.79,130.58
28.48,50.05,1.1,1032.53,78.47,109.75,77.28,16.14,3.37,165.22,70.72
23.33,73.85,5.74,1019.87,57.39,273.36,48.01,2.36,3.33,23.35,153.9
30.87,55.2,8.49,1028.36,14.26,284.01,80.37,16.24,4.33,150.29,134.15
26.85,64.7,9.97,1018.98,15.54,11.78,78.06,15.5,0.87,103.06,3.68
24.46,79.96,4.59,1005.89,218.16,144.6,68.44,44.72,2.26,123.76,173.14
27.24,78.25,3.54,1014.17,171.21,17.15,86.2,48.42,0.67,93.79,104.16
17.15,81.99,9.11,1015.36,166.83,273.52,94.23,5.38,2.07,128.63,179.84
19.37,33.58,2.32,1003.61,155.59,160.34,60.1,24.62,0.27,15.8,128.13
19.03,71.52,6.35,1009.16,213.06,31.73,27.56,28.32,4.51,139.66,142.27
25.71,38.4,4.35,1010.94,122.67,41.98,42.87,6.46,2.73,15.67,99.31
33.66,54.95,0.89,1029.06,218.25,121.22,77.04,20.12,4.28,87.4,174.82
36.16,62.92,3.8,992.19,93.06,282.67,66.83,17.22,0.49,35.66,139.24
28.19,54.16,3.02,1025.06,232.04,210.94,21.89,27.73,1.29,150.01,187.4
27.5,61.18,7.02,1003.63,176.17,261.61,9.87,33.74,1.45,63.32,188.9
15.99,89.79,9.51,999.28,68.01,116.27,69.88,35.77,2.06,87.2,92.53
22.29,38.11,3.05,1024.8,143.2,22.53,28.85,8.56,4.05,82.89,96.58
21.06,70.53,8.21,1020.32,135.59,292.55,52.47,41.02,2.06,141.33,171.31
21.9,53.76,1.03,1025.55,38.79,14.98,75.94,34.57,1.18,91.79,43.77
24.16,37.98,5.61,1021.01,149.85,284.82,58.45,44.68,0.51,144.12,165.85
22.64,39.52,1.17,1033.6,82.12,116.92,12.91,23.57,0.58,22.5,93.12
15.1,86.96,9.37,1018.59,17.83,12.93,22.63,44.91,3.85,42.57,13.56
28.74,82.78,7.78,1011.44,237.42,209.86,25.84,43.56,2.34,103.76,189.34
19.64,84.42,6.75,1016.43,162.17,294.36,29.5,23.04,3.69,171.01,197.14
26.2,89.49,8.33,1025.43,219.85,290.03,58.71,20.29,3.47,22.71,197.7
35.37,42.5,6.65,1005.21,170.63,56.67,52.88,46.77,0.85,17.32,89.25
20.4,51.33,9.7,1006.48,92.46,62.56,24.3,36.33,0.89,36.61,73.58
12.35,70.15,7.28,1009.91,130.61,174.01,11.42,46.56,3.83,119.0,109.39
23.57,59.03,9.28,991.95,170.56,194.82,21.29,40.25,3.66,77.83,140.93
30.5,55.1,5.41,1014.38,240.26,224.43,98.52,31.25,2.01,150.34,219.27
34.79,51.47,1.61,994.14,67.15,62.5,49.51,7.56,0.57,22.23,56.74
18.85,65.63,5.52,1013.53,219.37,288.11,87.4,15.99,0.26,43.39,226.58
27.48,64.54,1.71,1021.65,231.4,195.23,85.63,48.5,1.58,61.0,173.16
22.67,39.69,6.13,1008.23,169.25,255.64,53.59,17.33,0.24,116.54,169.2
24.47,58.3,5.08,1029.77,233.16,166.62,72.14,6.48,1.3,126.48,186.54
38.22,63.21,6.41,998.39,102.48,130.14,23.31,35.96,2.21,31.11,84.12
17.49,64.22,0.6,1024.91,238.49,293.38,70.4,37.23,0.78,170.45,237.39
26.27,42.61,2.35,1019.75,177.18,178.82,30.88,15.7,0.7,67.98,157.23
27.34,74.54,5.17,995.84,15.29,261.39,84.05,16.29,4.5,131.24,87.28
30.43,31.51,9.53,1040.11,227.18,286.45,12.95,24.51,3.01,99.12,212.5
25.49,51.29,4.14,1012.36,123.7,205.85,78.45,3.05,4.69,47.87,152.4
26.54,76.81,4.53,1004.23,117.78,169.19,14.49,39.89,1.86,153.86,112.9
23.04,63.83,7.29,998.93,143.78,11.02,88.71,17.22,3.45,149.1,76.06
26.35,45.67,6.24,1010.8,41.6,21.61,33.9,42.98,1.18,77.33,42.09
23.28,71.7,3.34,1011.73,119.95,68.25,67.17,40.53,3.17,110.06,134.06
28.11,64.04,4.4,1014.03,208.63,63.94,51.31,33.75,0.82,53.83,128.05
23.15,77.77,2.57,1010.02,8.79,83.88,39.8,17.59,0.21,127.27,61.13
26.89,74.1,9.68,1019.33,71.86,98.43,66.32,26.78,4.67,62.53,77.41
24.85,66.61,1.74,1009.12,5.6,114.42,95.01,23.35,2.86,153.49,62.69
30.63,59.29,4.03,993.65,106.85,131.96,8.92,18.27,4.65,46.96,121.28
24.74,37.99,0.75,1011.51,183.44,38.67,92.29,42.71,1.8,12.52,120.22
16.13,45.68,2.61,989.33,200.7,22.28,62.86,25.21,1.77,55.65,116.55
31.31,55.15,7.91,1016.54,236.57,205.44,81.69,41.97,2.12,42.48,208.3
20.47,65.96,2.41,1003.21,154.08,165.83,41.47,7.05,3.59,96.41,172.36
21.73,60.82,1.26,1014.63,67.38,138.8,49.83,8.77,2.92,44.63,94.9
22.02,47.29,5.01,1026.14,231.42,193.99,87.54,48.91,4.64,139.74,194.08
31.87,30.39,0.59,1003.51,194.95,250.03,44.41,30.21,0.32,51.03,177.58
14.32,59.77,1.31,1023.61,145.73,134.03,55.79,26.47,3.6,130.18,171.18
40.69,47.14,8.17,1008.67,175.43,195.92,6.92,27.11,1.79,108.34,158.09
30.28,74.08,7.83,1030.53,231.46,286.54,20.07,12.33,1.07,177.66,202.15
26.12,31.44,9.19,1009.35,179.54,253.49,65.96,36.5,2.65,179.98,168.61
24.73,65.09,8.62,1004.6,95.25,133.54,73.11,6.07,2.62,157.82,78.94
26.43,86.49,6.99,1019.87,179.69,196.97,60.35,29.52,0.86,139.2,167.26
27.61,40.46,1.0,1008.64,14.87,61.35,18.61,29.4,1.17,75.7,44.01
28.23,58.3,7.94,1004.59,99.67,172.55,47.31,45.88,2.16,138.06,111.92
27.78,35.49,8.53,1008.22,104.55,294.59,38.73,27.26,2.16,172.63,155.6
25.45,67.54,8.09,1012.55,45.88,160.31,52.09,8.58,1.72,13.97,64.56
24.01,63.03,5.33,1026.42,10.66,279.02,87.68,29.49,0.91,101.45,106.04
24.24,54.44,2.71,993.66,37.68,128.13,78.71,6.38,0.22,47.06,74.29
24.03,61.28,8.53,1013.23,165.38,299.66,12.98,11.78,4.86,104.84,183.12
30.67,83.79,7.41,1019.25,201.56,177.97,89.58,3.49,4.73,89.3,204.63
27.97,41.78,9.82,1014.93,247.11,22.26,49.82,26.64,2.52,107.88,133.71
10.3,31.35,1.98,1026.1,89.86,180.16,75.67,6.06,4.98,103.66,128.1
28.28,81.7,2.64,1012.26,151.85,89.63,18.3,24.53,3.43,173.22,132.36
25.97,64.63,2.51,1011.15,234.6,19.42,68.72,46.78,0.53,103.87,134.85
24.91,83.44,8.03,1018.92,45.93,248.05,27.45,36.55,0.77,153.86,104.49
23.06,65.82,2.28,1013.99,180.82,89.96,46.65,5.72,4.6,64.37,116.0
30.62,78.61,1.13,1009.1,189.97,241.0,6.6,12.76,3.22,84.48,200.31
29.74,55.78,9.99,1018.16,26.8,93.58,19.4,34.34,4.25,89.97,57.12
21.14,74.99,0.74,1006.47,216.01,66.35,13.75,44.95,4.51,57.38,154.27
27.04,84.78,8.43,1006.89,204.21,292.44,27.78,3.58,2.35,74.56,211.43
20.14,64.33,3.97,1007.72,13.18,114.88,14.5,41.0,0.43,111.75,38.66
18.1,40.85,8.5,1026.53,27.32,184.4,70.73,28.97,1.1,108.63,80.02
21.87,46.13,5.77,980.79,17.04,186.89,7.76,28.21,0.52,118.19,90.71
29.31,41.92,9.07,1016.96,87.01,172.54,63.69,47.98,1.11,69.81,91.99
29.77,44.81,9.3,1013.34,129.78,275.26,18.37,37.89,2.17,63.69,190.9
27.57,48.38,0.59,996.19,135.43,205.59,94.79,42.81,0.77,113.98,134.42
28.63,63.31,1.22,1016.1,70.58,127.08,93.64,18.99,1.0,32.59,69.69
27.58,65.28,2.88,1017.76,228.34,260.09,26.42,28.61,2.34,53.02,206.34
21.79,55.59,6.86,1018.9,95.22,62.51,63.37,31.54,1.83,17.16,113.25
27.16,66.93,8.94,986.48,16.16,167.83,7.66,17.44,2.44,22.34,39.18
29.0,34.89,4.87,1026.66,78.56,285.66,93.52,29.37,2.26,51.38,141.49
28.77,35.27,6.27,1005.62,135.12,191.37,54.68,13.36,3.29,13.32,148.4
30.94,40.31,2.29,1019.87,105.01,246.92,9.11,8.88,4.7,51.72,143.57
28.54,61.08,8.15,1020.41,72.09,199.53,37.54,19.95,0.72,121.35,110.97
26.76,42.84,9.69,1004.23,37.17,253.42,12.3,37.49,0.68,20.39,89.38
30.35,47.0,3.05,1019.6,205.7,283.9,42.33,45.98,4.29,84.25,200.12
24.87,54.02,5.2,1009.15,249.06,89.15,68.64,23.97,2.63,165.23,168.31
20.59,78.71,1.32,992.29,85.74,59.2,49.64,32.86,3.88,144.52,64.81
24.18,30.83,5.81,1024.68,98.5,150.36,41.45,6.95,1.23,61.92,103.12
21.28,68.96,5.28,1005.25,156.42,213.54,16.32,45.41,4.18,167.22,156.22
